Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Plex1	Plex19	Plex70
ENSG00000260346	ENSG00000260346.1	TRBV26	T cell receptor beta variable 26 (pseudogene) [Source:HGNC Symbol;Acc:12207]	HG7_PATCH	142436169	142436653			
ENSG00000261735	ENSG00000261735.1	TRBVB	T cell receptor beta variable B (pseudogene) [Source:HGNC Symbol;Acc:12248]	HG7_PATCH	142451885	142452425			
ENSG00000261110	ENSG00000261110.1	TRBV27	T cell receptor beta variable 27 [Source:HGNC Symbol;Acc:12208]	HG7_PATCH	142455848	142456363			
ENSG00000259851	ENSG00000259851.1	TRBV28	T cell receptor beta variable 28 [Source:HGNC Symbol;Acc:12209]	HG7_PATCH	142461162	142461662			
ENSG00000261450	ENSG00000261450.1	TRBV29-1	T cell receptor beta variable 29-1 [Source:HGNC Symbol;Acc:12210]	HG7_PATCH	142480719	142481407			
ENSG00000261830	ENSG00000261830.1	TRBJ2-1	T cell receptor beta joining 2-1 [Source:HGNC Symbol;Acc:12168]	HG7_PATCH	142557258	142557307			
ENSG00000261339	ENSG00000261339.1	TRBJ2-2	T cell receptor beta joining 2-2 [Source:HGNC Symbol;Acc:12169]	HG7_PATCH	142557453	142557503			
ENSG00000259960	ENSG00000259960.1	TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional) [Source:HGNC Symbol;Acc:12170]	HG7_PATCH	142557590	142557635			
ENSG00000260535	ENSG00000260535.1	TRBJ2-3	T cell receptor beta joining 2-3 [Source:HGNC Symbol;Acc:12171]	HG7_PATCH	142557740	142557788			
ENSG00000261119	ENSG00000261119.1	TRBJ2-4	T cell receptor beta joining 2-4 [Source:HGNC Symbol;Acc:12172]	HG7_PATCH	142557891	142557940			
ENSG00000260373	ENSG00000260373.1	TRBJ2-5	T cell receptor beta joining 2-5 [Source:HGNC Symbol;Acc:12173]	HG7_PATCH	142558012	142558059			
ENSG00000260712	ENSG00000260712.1	TRBJ2-6	T cell receptor beta joining 2-6 [Source:HGNC Symbol;Acc:12174]	HG7_PATCH	142558132	142558184			
ENSG00000260783	ENSG00000260783.1	TRBJ2-7	T cell receptor beta joining 2-7 [Source:HGNC Symbol;Acc:12175]	HG7_PATCH	142558349	142558395			
ENSG00000260881	ENSG00000260881.1	TRBC2	T cell receptor beta constant 2 [Source:HGNC Symbol;Acc:12157]	HG7_PATCH	142561934	142563641			
ENSG00000261262	ENSG00000261262.1	TRBV30	T cell receptor beta variable 30 (gene/pseudogene) [Source:HGNC Symbol;Acc:12214]	HG7_PATCH	142573479	142574292			
